text,labels
"john watson passed away and left behind a legal child, mary watson, as well as two girlfriends, susan and petty, who were in their 8 week of gestation. susan claimed that she bore an illegitimate child of john watson. propose and design the most suitable paternity experiment to prove susans claim. you may outline your experiment using schematic diagrams.",5
write down the various methods used for prevention of corrosion.,0
"jason spends all his income on meat and bread. assume bread as a giffen good, draw jasons price consumption curve and demand curve for bread when the price of bread falls. support your answer with explanation for 3 consumption bundles.",2
suggest any five 5 dimensions of service quality that could be taken into consideration by the kindergarten management for its future operations improvement.,5
describe the procedure for vane shear test.,0
how many loop statement available in c?,0
a boiler house has natural draught chimney of 20 m height.,2
"use 4th order rk method to estimate approximate value of y for x  0.1 with step size is 0.1, if dydx  x  y2 given that y  1 when x  0.",2
criticize the reliability of non-destructive testing methods in detecting defects in welded joints.,4
explain the function of ccp1con sfr along with its format.,3
suggest a technique that can overcome the problem of non-reusability for industrial enzyme applications.,5
what steps are involved in composing a catchy jingle for a commercial?,5
